date,open,high,low,close,volume,code,amplitude,change_amount,change_percent,turnover_rate,amount
2023-10-05,49.87783380346942,49.94321673167622,49.111919501618395,49.5696,14929400,CSCO.US,1.6651,-0.3549,-0.7109,0,0
2023-10-06,49.494841065491215,50.204712347049494,49.26133077550494,49.9245,15665500,CSCO.US,1.9031,0.3549,0.716,0,0
2023-10-09,49.83109653097495,50.40086164594955,49.737692413766,50.3635,10163600,CSCO.US,1.3283,0.439,0.8793,0,0
2023-10-10,50.40086370799331,50.52228906533281,50.11131093279913,50.3168,13105600,CSCO.US,0.816,-0.0467,-0.0927,0,0
2023-10-11,50.37289137066022,50.55969979406338,49.83114694279108,50.1207,12658000,CSCO.US,1.4479,-0.1961,-0.3897,0,0
2023-10-12,50.45698725997295,50.64379580221646,49.980625477251984,50.2982,11846100,CSCO.US,1.3231,0.1775,0.3541,0,0
2023-10-13,50.326144540629976,50.550314449496916,49.9151663743739,50.2234,14413800,CSCO.US,1.2628,-0.0748,-0.1487,0,0
2023-10-16,50.50363624352837,50.98933794219001,50.475614991682505,50.5877,11736600,CSCO.US,1.0229,0.3643,0.7254,0,0
2023-10-17,50.24209376992507,50.4195616601702,49.66298802280937,50.3822,17105900,CSCO.US,1.4956,-0.2055,-0.4062,0,0
2023-10-18,50.242080824804866,50.615697339583114,50.0646129802852,50.2234,13087300,CSCO.US,1.0938,-0.1588,-0.3152,0,0
2023-10-19,50.21407831863815,50.37286539665468,49.69101500281901,49.8031,16325600,CSCO.US,1.3576,-0.4203,-0.8369,0,0
2023-10-20,49.86845894483529,50.0552671821263,49.317374644826806,49.4388,23888700,CSCO.US,1.4816,-0.3643,-0.7315,0,0
2023-10-23,49.33610612932306,49.364127393690346,48.71963831324292,48.757,17760000,CSCO.US,1.3036,-0.6818,-1.3791,0,0
2023-10-24,48.813068023980136,49.55096170440387,48.62625949729059,49.5136,14824200,CSCO.US,1.8966,0.7566,1.5518,0,0
2023-10-25,49.60696980821361,49.849820724239514,48.87841706013592,48.9438,14384700,CSCO.US,1.9619,-0.5698,-1.1508,0,0
2023-10-26,48.44872063366851,48.691571363661836,47.92565752291365,47.9817,17594500,CSCO.US,1.5649,-0.9621,-1.9657,0,0
